ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
CHEF,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.15792190108877122,0,2,2,1,1,6,112.22000122070312,4578136576.0,58739339.83848572,Food Distribution,Consumer Defensive,"The Chefs' Warehouse, Inc., together with its subsidiaries, distributes specialty food and center-of-the-plate products in the United States, the Middle East, and Canada. It offers specialty food products, such as artisan charcuterie, specialty cheeses, unique oils and vinegars, truffles, caviar, chocolate, and pastry products and center-of-the-plate products that includes custom cut beef,...",14,[],True
AMTB,True,True,True,True,True,True,2,2,2,1,2,9,0.07691294106006637,0.1387147841465301,0,0,2,2,0,4,29.610000610351562,1160201344.0,11649204.738254547,Banks - Regional,Financial Services,"Amerant Bancorp Inc. operates as the bank holding company for Amerant Bank, N.A. that provides banking products and services to individuals and businesses in the United States. The company offers checking, savings, business, and money market accounts; cash management services; and certificates of deposit. It also provides variable and fixed rate commercial real estate loans; owner-occupied;...",13,[],False
CLBK,True,True,True,True,True,True,2,2,2,1,2,9,0.0,0.09615093787807484,0,0,2,0,1,3,10.949999809265137,1139437568.0,94783062.06526852,Banks - Regional,Financial Services,"Columbia Financial, Inc. operates as a bank holding company for Columbia Bank that provides banking and other financial services to businesses and consumers in the United States. The company offers commercial loans, including multifamily and commercial real estate, commercial business, and construction loans; residential loans, such as one-to-four family residential real estate and one-to-four...",12,[],True
DJCO,True,True,True,True,True,True,2,1,1,1,2,7,0.10548802233670855,0.03284570778367738,1,1,2,0,0,4,594.5999755859375,819193472.0,23229024.696655273,Software - Application,Technology,"Daily Journal Corporation publishes newspapers and websites covering in California, Arizona, Utah, and Australia. It operates in two segments, Traditional Business and Journal Technologies. The company publishes 10 newspapers of general circulation, including Los Angeles Daily Journal, San Francisco Daily Journal, Daily Commerce, The Daily Recorder, The Inter-City Express, San Jose Post-Record,...",11,[],True
DSGR,True,True,True,True,True,True,2,1,1,0,2,6,0.1487684070894742,0.15065761043439027,0,1,0,2,0,3,34.560001373291016,1598587520.0,9587468.7438488,Industrial Distribution,Industrials,"Distribution Solutions Group, Inc., a specialty distribution company, provides value-added distribution solutions to the maintenance, repair and operations (MRO), original equipment manufacturer, and industrial technology markets. It operates through four segments: Lawson, TestEquity, Gexpro Services, and Canada Branch Division. The Lawson segment distributes specialty products and services to...",9,[],True
LXFR,True,True,True,True,True,True,0,1,1,2,2,6,0.10115306960764286,-0.02055566936203245,0,0,0,2,1,3,17.020000457763672,455442272.0,5566439.075279236,Specialty Industrial Machinery,Industrials,"Luxfer Holdings PLC, together with its subsidiaries, develops and manufactures high-performance materials, components, and high-pressure gas containment devices. The company operates through two segments: Gas Cylinders and Elektron. The Gas Cylinders segment manufactures and markets specialized highly engineered containment solutions using aluminum alloys and carbon composite technologies. It...",9,[],True
AMLX,True,True,True,True,True,True,2,2,2,0,2,8,0.4930368960350076,0.16099070315354125,0,0,0,0,0,0,20.75,2307116032.0,29332492.528381348,Drug Manufacturers - Specialty & Generic,Healthcare,"Amylyx Pharmaceuticals, Inc., a clinical-stage pharmaceutical company, engages in the discovery and development of treatment options for neurodegenerative diseases and endocrine conditions in the United States. It provides Avexitide, an investigational, first-in-class glucagon-like peptide-1, or GLP-1 receptor antagonist, which is in phase 3 clinical trial to treat post-bariatric hypoglycemia and...",8,[],True
JBLU,True,True,True,True,True,True,2,1,1,0,2,6,0.6088917530524337,0.07815278907772222,0,1,0,0,0,1,6.070000171661377,2290285056.0,213302639.25767422,Airlines,Industrials,"JetBlue Airways Corporation provides air transportation services. The company operates a fleet of Airbus A220, Airbus A320, Airbus A320 Restyled, Airbus A321, Airbus A321 with Mint, Airbus A321neo, Airbus A321neo with Mint, and Airbus A321neoLR with Mint aircraft. It also serves 100 destinations across the United States, the Caribbean, Latin America, Canada, and Europe. In addition, it operates...",7,[],True
DFNS,True,True,True,True,True,True,1,2,0,0,2,5,0.0,11.803399146067038,0,0,0,0,0,0,84.9800033569336,85871872.0,150217403.75690365,Aerospace & Defense,Industrials,"T3 Defense Inc. acquires and operates aerospace and defense businesses in the United States and Israel. It engages in supplying generators for iron dome launchers and defense systems; defense and aerospace applications, including GPS-denied navigation, 3D mapping, simulation systems, and AI training platforms; design and manufacture of motion control systems for military and civilian use; and...",5,[],True
AYA,False,True,True,True,True,False,2,1,1,1,2,7,0.05270455080350702,0.05611295808452646,3,2,2,2,1,10,20.489999771118164,2937236224.0,10735657.980365753,Silver,Basic Materials,"Aya Gold & Silver Inc., together with its subsidiaries, engages in the exploration, evaluation, and development of precious metals projects in Morocco. The company primarily explores for gold and silver deposits. Its flagship project holds 100% interests in the Zgounder property located east of Agadir in the Proterozoic Siroua Massif of the Anti-Atlas Range, Morocco covering an area of...",17,[],True
