ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
ASRT,True,True,True,True,True,True,2,2,1,1,2,8,0.7967756017880242,0.1869899090809029,0,0,0,0,0,0,23.31999969482422,150698032.0,10094178.356714249,Drug Manufacturers - Specialty & Generic,Healthcare,"Assertio Holdings, Inc., a pharmaceutical company, provides various products to patients in the United States. Its pharmaceutical products include INDOCIN, an oral and suppository solution for the treatment of moderate to severe rheumatoid arthritis, including acute flares of chronic disease; ankylosing spondylitis and osteoarthritis; and acute painful shoulder and gouty arthritis. It also...",8,[],False
ASYS,True,True,True,True,True,True,2,1,2,1,2,8,0.019078634331263947,0.21503229015254166,0,0,0,0,0,0,21.079999923706055,305640768.0,6348126.025257111,Semiconductor Equipment & Materials,Technology,"Amtech Systems, Inc., together with its subsidiaries, manufactures and sells capital equipment and related consumables for use in fabricating and packaging semiconductor devices in the United States, Canada, Mexico, China, Malaysia, Taiwan, Singapore, the Czech Republic, Austria, Hungary, the United Kingdom, Germany, and internationally. It operates through Thermal Processing Solutions and...",8,['semis'],True
BAND,True,True,True,True,True,True,2,2,2,0,2,8,0.2699851075622851,0.7017005709079752,0,0,0,0,0,0,53.970001220703125,1727974144.0,51889364.18701172,Software - Infrastructure,Technology,"Bandwidth Inc. operates as a cloud-based software-powered communications platform-as-a-service provider in the United States and internationally. The company's platform enables enterprises to create, scale, and operate voice or messaging communications services across various mobile applications or connected devices. Its platform also provides voice services through SIP or programmable voice...",8,[],True
BRUN,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.8079096236068679,0,0,0,0,0,0,29.600000381469727,1443848704.0,18719205.976834297,Software - Infrastructure,Technology,"Boost Run, Inc. develops and provides cloud infrastructure for artificial intelligence (AI) and computing workloads. The company's platform delivers GPU computes, CPU nodes, managed Kubernetes orchestration, shared network storage, networking fabric, and hyperscaler interconnects. The company was founded in 2023 and is based in Northbrook, Illinois.",8,[],False
BW,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.2919056491148416,0,0,0,0,0,0,21.850000381469727,2976243200.0,59384741.05055332,Specialty Industrial Machinery,Industrials,"Babcock & Wilcox Enterprises, Inc., together with its subsidiaries, provides energy and emissions control solutions to industrial, electrical utility, municipal, and other customers in the United States, Canada, the United Kingdom, Indonesia, and the Philippines. The company offers BrightLoop chemical looping technology, which produces steam, hydrogen, or syngas for applications in the energy,...",8,[],True
CMP,True,True,True,True,True,True,2,2,1,1,2,8,0.5352964838567741,0.11507922999367237,0,0,0,0,0,0,29.350000381469727,1231477504.0,20614426.209812164,Other Industrial Metals & Mining,Basic Materials,"Compass Minerals International, Inc. provides essential minerals in the United States, Canada, the United Kingdom, and internationally. It operates through two segments, Salt and Plant Nutrition. The Salt segment produces, markets, and sells sodium chloride and magnesium chloride, including rock salt, mechanically and solar evaporated salt, and brine and flake magnesium chloride products; and...",8,[],False
FCEL,True,True,True,True,True,True,2,2,2,0,2,8,0.9203579431836,0.8631156997206622,0,0,0,0,0,0,21.360000610351562,1131607168.0,149751340.9471035,Electrical Equipment & Parts,Industrials,"FuelCell Energy, Inc., together with its subsidiaries, engages in the design, development, production, construction, operation, and servicing of high temperature fuel cells for clean electric power generation. The company engages in the provision of carbonate fuel cell technology; and commercialization of solid oxide electrolysis technology for distributed hydrogen. It also offers carbonate fuel...",8,[],False
ADEA,True,True,True,True,True,True,2,1,1,1,2,7,0.09454547997676965,0.020009872639598084,0,0,0,0,0,0,29.8799991607666,3295577344.0,68036845.16995248,Software - Application,Technology,"Adeia Inc., together with its subsidiaries, operates as a media and semiconductor intellectual property licensing platform company in the United States, Asia, Canada, Europe, the Middle East, and internationally. The company licenses its patent portfolios across various markets, including multichannel video programming distributors comprising cable, satellite, and telecommunications television...",7,['ai-infra'],True
AIP,True,True,True,True,True,True,2,1,2,0,2,7,0.0,0.29472912827730424,0,0,0,0,0,0,33.709999084472656,1556457600.0,30015862.685728073,Semiconductors,Technology,"Arteris, Inc., together with its subsidiaries, provides semiconductor system intellectual property (IP) solutions in the United States, rest of the Americas, China, Korea, the rest of the Asia Pacific, Europe, and the Middle East. It manages on-chip communications and IP block deployments in System-on-Chip (SoC) semiconductors and systems of chiplets. The company offers Network-on-Chip (NoC) IP...",7,['semis'],True
ATRO,True,True,True,True,True,True,2,1,2,0,2,7,0.02517993474984681,0.052394251918424124,0,0,0,0,0,0,78.58999633789062,2816693504.0,40375887.522506714,Aerospace & Defense,Industrials,"Astronics Corporation, through its subsidiaries, designs and manufactures products for the aerospace, defense, and electronics industries in the United States, rest of North America, Asia, Europe, South America, and internationally. It operates in two segments, Aerospace and Test Systems. The Aerospace segment offers lighting and safety systems, electrical power generation systems, distribution...",7,[],True
BB,True,True,True,True,True,True,2,2,1,0,2,7,0.37913742312615195,0.2071767709299497,0,0,0,0,0,0,6.190000057220459,3627719936.0,147503790.45678854,Software - Infrastructure,Technology,"BlackBerry Limited provides intelligent software and services to enterprises and governments worldwide. The company operates through three segments: Secure Communications, QNX, and Licensing. The company offers BlackBerry Dynamics, a development platform and secure container for mobile applications; BlackBerry Workspaces a secure Enterprise File Sync and Share (EFSS) solution; BlackBerry...",7,[],True
CEVA,True,True,True,True,True,True,1,2,2,0,2,7,0.17733218921069893,0.3078052164776812,0,0,0,0,0,0,36.5099983215332,1017145472.0,32099426.706666946,Semiconductors,Technology,"CEVA, Inc. provides silicon and software intellectual property (IP) solutions to semiconductor and original equipment manufacturer companies in the United States, Europe, the Middle East, the Asia Pacific, and internationally. The company offers PentaG-RAN, a hardware and software IP for implementing L1 PHY baseband processing in 5G and 5G-A base station and other cellular infrastructure...",7,[],False
