ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
HLIT,True,True,True,True,True,True,2,2,2,0,2,8,0.05503056051771316,0.37770813375057294,3,0,2,2,1,8,17.0,1844439296.0,57911757.044763565,Communication Equipment,Technology,"Harmonic Inc., together with its subsidiaries, provides broadband access solutions worldwide. The company provides software-based broadband access solution, including cOS software-based broadband access solutions to broadband operators, an end-to-end solution consisting of virtualized cloud-native software; hardware products include Oyster, Ripple and SeaStar DAA nodes; Reef and Wave PHY shelf...",16,[],True
CXDO,True,True,True,True,True,True,2,2,1,0,2,7,0.0,0.18898797070721624,2,1,2,2,0,7,9.954999923706055,322695040.0,5149864.305727482,Telecom Services,Communication Services,"Crexendo, Inc. provides cloud communication platform software and unified communications as a service in the United States and internationally. It operates through two segments, Cloud Telecommunications Services and Software Solutions. The company offers hardware, software, and unified internet protocol or cloud technology for businesses using user interfaces, such as a Crexendo branded and third...",14,[],True
POWI,True,True,True,True,True,True,2,2,2,0,2,8,0.06799884133159974,0.21314717985391682,0,0,2,2,0,4,87.06999969482422,4851538944.0,109805082.99095154,Semiconductors,Technology,"Power Integrations, Inc. designs, develops, manufactures, and markets analog and mixed-signal integrated circuits, and other electronic components and circuitry used in high-voltage power conversion. It provides a range of alternating current to direct current power conversion products that address power supply up to approximately 500 watts of output for consumer appliances, utility meters, LCD...",12,[],True
VPG,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.6033710314626629,1,1,0,2,0,4,125.25,1665950208.0,62346557.3018074,Scientific & Technical Instruments,Technology,"Vishay Precision Group, Inc. engages in the precision measurement and sensing technologies business in the United States, Europe, Israel, Asia, and Canada. It operates through three segments: Sensors, Weighing Solutions, and Measurement Systems. The company offers precision resistors, strain gages, load cells and force measurement transducers, vehicle weighing and over-load monitoring systems,...",12,[],True
TE,True,True,True,True,True,True,1,2,1,1,2,7,0.26594302151719623,0.7198261695367358,3,1,0,0,0,4,10.819999694824219,3021716480.0,297909933.9307046,Electrical Equipment & Parts,Industrials,"T1 Energy Inc. provides energy solutions for solar modules and cells in the United States, Norway and internationally. It manufactures and sells photovoltaic solar modules. The company was formerly known as FREYR Battery, Inc. and changed its name to T1 Energy Inc. in February 2025. T1 Energy Inc. is headquartered in Austin, Texas.",11,[],True
UMAC,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.9064794716751594,3,0,0,0,0,3,29.600000381469727,1414700160.0,64569571.40738964,Computer Hardware,Technology,"Unusual Machines, Inc. engages in the commercial drone industry. The company offers small drones and essential components. It distributes their products through B2B sale, e-commerce site, and retail channel. The company has a strategic collaboration with Lantronix Inc. for the development of autonomous drone components integrating edge AI compute with flight control systems. The company was...",11,[],True
BRUN,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.6085568026293704,0,0,2,0,0,2,32.90999984741211,2021617536.0,35551502.88350105,Software - Infrastructure,Technology,"Boost Run, Inc. develops and provides cloud infrastructure for artificial intelligence (AI) and computing workloads. The company's platform delivers GPU computes, CPU nodes, managed Kubernetes orchestration, shared network storage, networking fabric, and hyperscaler interconnects. The company was founded in 2023 and is based in Northbrook, Illinois.",10,[],True
HYLN,True,True,True,True,True,True,2,2,1,0,2,7,0.0,1.2629039307276164,3,0,0,0,0,3,7.190000057220459,1282172800.0,24074345.292077065,Auto Parts,Consumer Cyclical,"Hyliion Holdings Corp. designs and develops power generators for stationary and mobile applications. Its primary product includes the KARNO Power Module, a fuel-agnostic power generating solution, which enables distributed power generation using conventional fuels, such as natural gas, propane or diesel; waste fuels, such as landfill and wellhead gas; zero carbon fuels, such as renewable hydrogen...",10,[],True
LTRX,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.28883011245497353,0,0,2,0,0,2,8.449999809265137,336453024.0,6845297.545440197,Communication Equipment,Technology,"Lantronix, Inc. develops, markets, and sells industrial and enterprise internet of things (IoT) products and services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific Japan. The company's embedded IoT solutions provides embedded products, including compute system-on-module and system-in-package solutions; and IoT compute products which offers application processing solutions...",10,[],True
RAMP,True,True,True,True,True,True,2,0,1,0,2,5,0.23002866883317302,0.18910540707312024,0,0,2,2,0,4,37.59000015258789,2258702848.0,78566249.65810776,Software - Infrastructure,Technology,"LiveRamp Holdings, Inc., a technology company, operates a data collaboration platform in the United States, Europe, the Asia-Pacific, and internationally. The company operates LiveRamp Data Collaboration platform that enables an organization to unify customers and prospect data to build a single view of the customer in a way that protects consumer privacy. The company's platform supports various...",9,[],True
MX,True,True,True,True,True,True,2,2,1,0,2,7,0.6762040923134939,0.5378227215536087,0,1,0,0,0,1,6.789999961853027,247433408.0,12127885.242254734,Semiconductors,Technology,"Magnachip Semiconductor Corporation, together with its subsidiaries, designs, manufactures, and supplies analog and mixed-signal semiconductor platform solutions for communications, the Internet of Things, consumer, computing, industrial, and automotive applications. It provides display solutions, including source and gate drivers, and timing controllers that cover a range of flat panel displays...",8,[],True
CPSH,True,True,True,True,True,True,2,2,1,0,2,7,0.0,1.0536540843623323,0,0,0,0,0,0,11.100000381469727,199877312.0,24139271.1700809,Electronic Components,Technology,"CPS Technologies Corporation produces and sells advanced material solutions to the transportation, automotive, energy, computing/internet, telecommunication, aerospace, defense, and oil and gas markets in the United States, Germany, rest of Europe, Asia, and internationally. The company offers metal matrix composites, such as baseplates for various applications, including motor controllers used...",7,[],True
NVRI,True,True,True,True,True,True,2,1,1,0,2,6,0.0,0.08840975592149676,0,1,0,0,0,1,21.219999313354492,1755012736.0,44977950.35691261,Waste Management,Industrials,"Enviri Corporation provides environmental solutions for industrial and specialty waste streams in the United States and internationally. It operates through three segments: Harsco Environmental, Clean Earth, and Harsco Rail. The Harsco Environmental segment offers on-site environmental services for the management of waste and byproduct streams from its customers, which includes resource recovery...",7,[],True
PSIG,True,True,True,True,True,True,2,2,1,0,2,7,0.7074780125287912,0.16536046447239836,0,0,0,0,0,0,7.980000019073486,122705048.0,7606890.457670689,Integrated Freight & Logistics,Industrials,"PS International Group Ltd., through its subsidiaries, operates as a freight forwarding service provider worldwide. It provides air freight services, including domestic, deferred, express, and charter services; port-to-port and door-to-door shipments; air and transload shipping services; and transport of sensitive, perishable, and refrigerated goods. The company also offers ocean freight...",7,[],True
