ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
MOV,True,True,True,True,True,True,2,2,2,1,2,9,0.026645780833078888,0.2455705849016529,0,0,0,0,0,0,37.2599983215332,828186624.0,7912997.917852402,Luxury Goods,Consumer Cyclical,"Movado Group, Inc. designs, sources, markets, and distributes watches worldwide. It operates in two segments, Watch and Accessory Brands, and Company Stores. The company offers its watches under the Movado, Concord, Ebel, Olivia Burton, and MVMT brands, as well as licensed brands comprising Coach, Tommy Hilfiger, HUGO BOSS, Lacoste, Calvin Klein, and KATE SPADE NEW YORK. It also designs, sources,...",9,[],True
ALNT,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.17307692807980968,0,0,0,0,0,0,84.86000061035156,1442323968.0,21560885.03194809,Electronic Components,Technology,"Allient Inc., together with its subsidiaries, designs, manufactures, and sells precision and specialty-controlled motion components and systems for various industries in the United States, Canada, South America, Europe, and the Asia-Pacific. The company offers various products and solutions, including nano precision positioning systems; servo control systems; motion controllers; digital servo...",8,[],True
ALRS,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.05614537104174852,0,0,0,0,0,0,28.950000762939453,727474304.0,5077915.572814941,Banks - Regional,Financial Services,"Alerus Financial Corporation operates as the bank holding company for Alerus Financial, National Association that provides various financial services to businesses and consumers in the United States. The company operates in three segments: Banking, Retirement and Benefit Services, and Wealth. It offers demand deposits, interest-bearing transaction accounts, money market accounts, time and savings...",8,[],True
ATLC,True,True,True,True,True,True,2,2,2,0,2,8,0.02458829409147557,0.042898108029548736,0,0,0,0,0,0,84.0999984741211,1271423488.0,9289020.495567322,Credit Services,Financial Services,"Atlanticus Holdings Corporation, a financial technology company, provides products and services to lenders in the United States. The company operates in two segments, Credit as a Service (CaaS) and Auto Finance. Its CaaS segment offers private label credit products associated with the healthcare space under the Curae brand, as well as consumer electronics, furniture, elective medical procedures,...",8,[],True
BAND,True,True,True,True,True,True,2,2,2,0,2,8,0.01000964423253658,0.3981499345035377,0,0,0,0,0,0,72.19999694824219,2311649536.0,63964786.50352478,Software - Infrastructure,Technology,"Bandwidth Inc. operates as a cloud-based software-powered communications platform-as-a-service provider in the United States and internationally. The company's platform enables enterprises to create, scale, and operate voice or messaging communications services across various mobile applications or connected devices. Its platform also provides voice services through SIP or programmable voice...",8,[],True
MEC,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.2894593998782628,0,0,0,0,0,0,33.25,847675712.0,17437986.540498734,Metal Fabrication,Industrials,"Mayville Engineering Company, Inc., together with its subsidiaries, engages in the production, design, prototyping and tooling, fabrication, aluminum extrusion, coating, and assembling of aftermarket components in the United States. It supplies engineered components to original equipment manufacturers. The company serves heavy and medium duty commercial vehicles, construction and access...",8,[],True
AVNS,True,True,True,True,True,True,2,2,1,0,2,7,0.2923729334093974,0.011603464650749473,0,0,0,0,0,0,25.049999237060547,1172961024.0,35965250.26174545,Medical Devices,Healthcare,"Avanos Medical, Inc., a medical technology company, provides medical device solutions in North America, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. It offers digestive health products, such as Mic-Key enteral feeding tubes, Corpak patient feeding solutions, and NeoMed neonatal and pediatric feeding solutions. The company also provides non-opioid pain solutions, including...",7,[],True
AVR,True,True,True,True,True,True,2,2,1,0,2,7,0.0,0.28060935392722564,0,0,0,0,0,0,9.640000343322754,938378816.0,10821289.150173664,Medical Instruments & Supplies,Healthcare,"Anteris Technologies Global Corp., a structural heart company, develops and commercializes minimally invasive medical devices to treat heart valve diseases. It offers the DurAVR transcatheter heart valve system, a novel transcatheter aortic valve for the treatment of severe aortic stenosis that is shaped to mimic the performance of a healthy human aortic valve. The company also develops ADAPT...",7,[],True
CNO,True,True,True,True,True,True,2,2,1,0,2,7,0.0,0.03906712635562103,0,0,0,0,0,0,47.90999984741211,4472326656.0,36950104.20360565,Insurance - Life,Financial Services,"CNO Financial Group, Inc., through its subsidiaries, develops, markets, and administers health insurance, annuity, individual life insurance and other insurance products, and financial services for middle-income pre-retiree and retired Americans in the United States. It offers Medicare supplement, supplemental health, and long-term care insurance policies; life insurance; and annuities, as well...",7,[],True
CYRX,True,True,True,True,True,True,2,2,1,0,2,7,0.7361344569871405,0.188193727543048,0,0,0,0,0,0,15.699999809265137,791316288.0,14222232.71317482,Integrated Freight & Logistics,Industrials,"Cryoport, Inc. provides temperature-controlled supply chain solutions in biopharma/pharma, animal health, and reproductive medicine markets worldwide. The company's Life Sciences Services segment provides temperature-controlled logistics and biostorage, bioservices and cryopreservation services within the life science industry. Its Life Sciences Products segment manufactures, and sells cryogenic...",7,[],False
FTK,True,True,True,True,True,True,2,2,1,0,2,7,0.0,0.22984681082960512,0,0,0,0,0,0,23.520000457763672,850894464.0,7027771.344814301,Oil & Gas Equipment & Services,Energy,"Flotek Industries, Inc. operates as a chemical and data analytics company in the United States, the United Arab Emirates, and internationally. It operates in two segments, Chemistry Technologies (CT) and Data Analytics (DA). The CT segment offers chemistry solutions, such as proprietary chemistries, specialty chemistries, logistics, and technology services for desired chemical applications...",7,[],False
GBTG,True,True,True,True,True,True,1,2,1,1,2,7,0.011640175544701946,0.07529359178346441,0,0,0,0,0,0,9.34000015258789,4870398464.0,33922574.74800587,Travel Services,Consumer Cyclical,"Global Business Travel Group, Inc. operates as a technology and services company in the United States, the United Kingdom, and internationally. The company offers the Amex GBT marketplace for fares and rates; travel solutions, such as Amex GBT Egencia for businesses needing a configurable digital travel and expense platform; Complete by SAP Concur and Amex GBT, a co-developed travel and expense...",7,[],False
GHM,True,True,True,True,True,True,2,2,1,0,2,7,0.0,0.09243723746321902,0,0,0,0,0,0,107.0999984741211,1185894784.0,26537560.22342682,Specialty Industrial Machinery,Industrials,"Graham Corporation designs and manufactures fluid, power, heat transfer, and vacuum technologies for chemical and petrochemical processing, defense, space, petroleum refining, cryogenic, and energy industries. The company offers power plant systems, such as ejectors and surface condensers; torpedo ejection, propulsion, and power systems, including turbines, alternators, regulators, pumps, and...",7,[],True
HTLD,True,True,True,True,True,True,2,2,1,0,2,7,0.05425508786852458,0.13648942507878692,0,0,0,0,0,0,15.739999771118164,1219687808.0,8368281.080298424,Trucking,Industrials,"Heartland Express, Inc., together with its subsidiaries, provides short, medium, and long-haul truckload carrier and transportation services in the United States, Mexico, and Canada. It primarily provides nationwide asset-based dry van truckload services for shippers; cross-border freight and other transportation services; and temperature-controlled truckload services. The company offers its...",7,[],True
ITRN,True,True,True,True,True,True,2,2,1,0,2,7,0.03813888174380832,0.04853817895957821,0,0,0,0,0,0,63.04999923706055,1247137920.0,10326152.595272064,Scientific & Technical Instruments,Technology,"Ituran Location and Control Ltd., together with its subsidiaries, provides location-based telematics services and machine-to-machine telematics products in Israel, Brazil, and internationally. It operates in two segments, Telematics Services and Telematics Products. The Telematics services segment offers stolen vehicle recovery and tracking services, which enable it to locate, track, and recover...",7,[],True
AD,True,True,True,True,True,True,2,1,1,0,2,6,0.09539178144445627,-0.0018004979714286,0,0,0,0,0,0,50.45000076293945,4361047040.0,21288291.893348694,Telecom Services,Communication Services,"Array Digital Infrastructure, Inc. owns and operates shared wireless communications infrastructure in the United States. The company deploys 5G and other wireless technologies through its 4,400 cell towers. It also leases tower space to tenants. In addition, the company offers ancillary services. It serves organizations, wireless carriers, government agencies, municipalities, wireless internet...",6,[],True
ADEA,True,True,True,True,True,True,2,1,1,0,2,6,0.12018044972065454,-0.01789309545587376,0,0,0,0,0,0,28.979999542236328,3196312832.0,74637209.94072685,Software - Application,Technology,"Adeia Inc., together with its subsidiaries, operates as a media and semiconductor intellectual property licensing platform company in the United States, Asia, Canada, Europe, the Middle East, and internationally. The company licenses its patent portfolios across various markets, including multichannel video programming distributors comprising cable, satellite, and telecommunications television...",6,['ai-infra'],True
AMCX,True,True,True,True,True,True,2,1,1,0,2,6,0.773985238635,0.10178385737964346,0,0,0,0,0,0,9.800000190734863,430491584.0,5570878.864045143,Entertainment,Communication Services,"AMC Global Media Inc., an entertainment company, distributes contents in the United States, Europe, and internationally. It operates in two segments, Domestic Operations and International. The Domestic Operations segment operates programming networks, such as AMC, We TV, BBCA, IFC, and SundanceTV; provides streaming services, including AMC+ and Acorn TV, Shudder, Sundance Now, ALLBLK, HIDIVE, and...",6,[],True
CECO,True,True,True,True,True,True,2,1,1,0,2,6,0.0459770383022106,-0.018534086182163127,0,0,0,0,0,0,78.0199966430664,2798813952.0,77508837.747612,Pollution & Treatment Controls,Industrials,"CECO Environmental Corp. provides critical solutions in industrial air quality, industrial water treatment, and energy transition solutions in the United States, the United Kingdom, the Netherlands, China, and internationally. It operates through Engineered Systems and Industrial Process Solutions segments. The company offers emissions management, fluid bed cyclones, thermal acoustics, and...",6,[],True
COHU,True,True,True,True,True,True,2,1,1,0,2,6,0.0557345711224452,0.014970213667510106,0,0,0,0,0,0,49.810001373291016,2349804032.0,79592044.64113235,Semiconductor Equipment & Materials,Technology,"Cohu, Inc., through its subsidiaries, provides semiconductor test equipment and services in the United States, Taiwan, China, Malaysia, the Philippines, Singapore, and internationally. It supplies test and inspection metrology automation systems, micro-electromechanical system test modules, test contactors, thermal subsystems, and data analytics software for semiconductor manufacturers and test...",6,[],True
HGV,True,True,True,True,True,True,2,1,1,0,2,6,0.08448371061832498,0.03917994332419432,0,0,0,0,0,0,49.7400016784668,3905358848.0,47399010.82710266,Resorts & Casinos,Consumer Cyclical,"Hilton Grand Vacations Inc. develops, markets, sells, manages, and operates the resorts, timeshare plans, and ancillary reservation services under the Hilton Grand Vacations brand in the United States, Japan, and Europe. The company operates through two segments: Real Estate Sales and Financing, and Resort Operations and Club Management segments. The Real Estate Sales and Financing segment market...",6,[],False
HYLN,True,True,True,True,True,True,2,1,1,0,2,6,0.01287549051469218,0.6593186681367049,0,0,0,0,0,0,6.900000095367432,1230457856.0,36776713.40831876,Auto Parts,Consumer Cyclical,"Hyliion Holdings Corp. designs and develops power generators for stationary and mobile applications. Its primary product includes the KARNO Power Module, a fuel-agnostic power generating solution, which enables distributed power generation using conventional fuels, such as natural gas, propane or diesel; waste fuels, such as landfill and wellhead gas; zero carbon fuels, such as renewable hydrogen...",6,[],False
AVA,True,True,True,True,True,True,2,0,1,0,2,5,0.0,0.039530863223166374,0,0,0,0,0,0,42.41999816894531,3505522176.0,30673415.455913544,Utilities - Diversified,Utilities,"Avista Corporation, together with its subsidiaries, operates as an electric and natural gas utility company in the United States. It operates through two segments, Avista Utilities and Alaska Electric Light and Power Company (AEL&P). The Avista Utilities segment provides electric distribution and transmission, and natural gas distribution and transmission services in parts of eastern Washington...",5,[],True
CEVA,True,True,True,True,True,True,1,1,1,0,2,5,0.018138807701699965,0.1678496457370833,0,0,0,0,0,0,43.57500076293945,1213971968.0,42897521.04335785,Semiconductors,Technology,"CEVA, Inc. provides silicon and software intellectual property (IP) solutions to semiconductor and original equipment manufacturer companies in the United States, Europe, the Middle East, the Asia Pacific, and internationally. The company offers PentaG-RAN, a hardware and software IP for implementing L1 PHY baseband processing in 5G and 5G-A base station and other cellular infrastructure...",5,[],True
CNXN,True,True,True,True,True,True,1,0,1,1,2,5,0.033083858677220274,0.09189970905943723,0,0,0,0,0,0,72.1500015258789,1820059392.0,7079472.920761108,Electronics & Computer Distribution,Technology,"PC Connection, Inc., together with its subsidiaries, provides various information technology (IT) solutions worldwide. It operates in three segments: Connection Enterprise Solutions, Connection Business Solutions, and Connection Public Sector Solutions. The company offers IT solutions, including computer systems, data center solutions, and artificial intelligence; a portfolio of managed services...",5,[],True
HNGE,True,True,True,True,True,True,1,1,1,0,2,5,0.0,0.19128163839568624,0,0,0,0,0,0,63.619998931884766,4922923520.0,91494228.87365341,Health Information Services,Healthcare,"Hinge Health, Inc. focuses on building a health system that scales and automates the delivery of care using technology. It designs its platform to address musculoskeletal system care (MSK), including acute injury, chronic pain, and post-surgical rehabilitation. The company also provides personalized and automated MSK care through AI-powered motion tracking technology and a proprietary electrical...",5,[],True
INN,True,True,True,True,True,True,1,1,1,0,2,5,0.33075270758885433,0.06223192421178212,0,0,0,0,0,0,5.739999771118164,622015552.0,5510320.6825733185,REIT - Hotel & Motel,Real Estate,"Summit Hotel Properties, Inc. is a publicly traded real estate investment trust focused on owning premium-branded lodging properties with efficient operating models primarily in the Upscale segment of the lodging industry. As of April 23, 2026, the Company's portfolio consisted of 94 assets, 52 of which are wholly owned, with a total of 14,226 guestrooms located in 24 states. Summit Hotel...",5,[],True
AGM,True,True,True,True,True,True,1,0,1,0,2,4,0.11315256182770696,0.026113515913270845,0,0,0,0,0,0,180.99000549316406,1963560192.0,22904094.825897217,Credit Services,Financial Services,"Federal Agricultural Mortgage Corporation provides a secondary market for various loans made to borrowers in the United States. It operates through seven segments: Farm & Ranch, Corporate AgFinance, Power & Utilities, Broadband Infrastructure, Renewable Energy, Funding, and Investments. The Farm & Ranch segment includes the USDA Securities portfolio, Farm & Ranch loans, and AgVantage securities...",4,[],True
BELFA,True,True,True,True,True,True,0,1,1,0,2,4,0.12559823056233674,-0.05566546603359415,0,0,0,0,0,0,232.0399932861328,2952176896.0,24242436.94419861,Electronic Components,Technology,"Bel Fuse Inc. designs, manufactures, markets, and sells products that power, protect, and connect electronic circuits. It operates in three product groups: Power Solutions and Protection, Connectivity Solutions, and Magnetic Solutions. The company's products are used in the networking, telecommunications, computing, general industrial, high-speed data transmission, defence, commercial aerospace,...",4,[],True
BHRB,True,True,True,True,True,True,1,0,1,0,2,4,0.14608826346702894,0.02415964569765422,0,0,0,0,0,0,64.48999786376953,1299460992.0,10056462.195892334,Banks - Regional,Financial Services,"Burke & Herbert Financial Services Corp. operates as the bank holding company for Burke & Herbert Bank & Trust Company that provides various community banking products and services in the United States. The company offers consumer and commercial deposit products, such as digital banking, demand, negotiable order of withdrawal, money market, and savings accounts; and certificates of deposit. It...",4,[],True
JBSS,True,True,True,True,True,True,0,1,0,1,2,4,0.328978863405141,-0.017476304879066706,0,0,0,0,0,0,75.41000366210938,881510912.0,8882319.679641724,Packaged Foods,Consumer Defensive,"John B. Sanfilippo & Son, Inc., through its subsidiary, JBSS Ventures, LLC, processes and distributes tree nuts and peanuts in the United States. The company offers raw and processed nuts, including almonds, pecans, peanuts, black walnuts, English walnuts, cashews, macadamia nuts, pistachios, pine nuts, Brazil nuts, and filberts in various styles and seasonings; and bar product line, including...",4,[],False
LYTS,True,True,True,True,True,True,1,1,0,0,2,4,0.07991477376197356,-0.04465173477408473,0,0,0,0,0,0,22.549999237060547,827864704.0,11677714.715690613,Electronic Components,Technology,"LSI Industries Inc. manufactures, markets, and sells non-residential lighting and retail display solutions in the United States. The company operates through Lighting and Display Solutions segments. The Lighting segment offers outdoor and indoor lighting fixture and controls solutions, including sensors, photocontrols, dimming, motion detection, and circuit controllers. The Display Solutions...",4,[],True
NPK,True,True,True,True,True,True,0,1,1,0,2,4,0.07730309293061116,-0.030444365910951777,0,0,0,0,0,0,132.61000061035156,950288960.0,16597330.036430359,Aerospace & Defense,Industrials,"National Presto Industries, Inc. provides houseware and small appliance, defense, and safety products in North America. The company's Housewares/Small Appliance segment designs, markets, and distributes housewares and small electrical appliances, including pressure cookers and canners; kitchen electrics, and comfort appliances; heat control line of skillets, griddles, woks, and multipurpose...",4,[],True
BCAR,True,True,True,True,True,True,2,0,1,0,0,3,0.030082034245513666,0.00472147135503642,0,0,0,0,0,0,10.640000343322754,431574848.0,8118478.439950943,Shell Companies,Financial Services,"D. Boral ARC Acquisition I Corp. focuses on effecting a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2025 and is based in New York, New York. D.",3,[],True
