ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
ATLC,False,True,True,True,True,False,2,2,2,0,2,8,0.0038274394152461176,0.06203991025730402,3,0,2,2,1,8,85.88999938964844,1298484736.0,9223518.710861206,Credit Services,Financial Services,"Atlanticus Holdings Corporation, a financial technology company, provides products and services to lenders in the United States. The company operates in two segments, Credit as a Service (CaaS) and Auto Finance. Its CaaS segment offers private label credit products associated with the healthcare space under the Curae brand, as well as consumer electronics, furniture, elective medical procedures,...",16,[],False
ASTH,False,True,True,True,True,False,1,2,1,0,2,6,0.4775449423543617,0.029415701362831927,3,1,2,2,1,9,38.38999938964844,1903507328.0,17902045.63495636,Medical Care Facilities,Healthcare,"Astrana Health, Inc., a healthcare management company, provides medical care services in the United States. The company operates through three segments: Care Partners, Care Delivery, and Care Enablement. The company offers care coordination services to patients, families, primary care physicians, specialists, acute care hospitals, alternative sites of inpatient care, physician groups, and health...",15,[],True
CNOB,False,True,True,True,True,False,2,2,1,0,2,7,0.03721481780173603,0.04949728292997591,3,0,2,2,1,8,31.149999618530273,1566486656.0,8699779.33795929,Banks - Regional,Financial Services,"ConnectOne Bancorp, Inc. operates as the bank holding company for ConnectOne Bank that provides commercial banking products and services for small and mid-sized businesses, local professionals, and individuals in the United States. The company offers personal and business checking, money market, and time and savings accounts; credit cards, wire transfers, safe deposit boxes, automated teller...",15,[],True
DGII,False,True,True,True,True,False,2,2,1,0,2,7,0.0,0.06580716897076848,2,1,2,2,1,8,67.23999786376953,2535095808.0,24085310.10520935,Communication Equipment,Technology,"Digi International Inc. provides business and mission-critical Internet of Things (IoT) connectivity products, services, and solutions in the United States, Europe, the Middle East, Africa, and internationally. It operates through IoT Products & Services, and IoT Solutions segments. The company offers cellular routers for mission-critical wireless connectivity; cellular modules to embed cellular...",15,[],True
INOD,False,True,True,True,False,False,1,1,2,0,2,6,0.020861138991967915,0.24575316792725357,3,1,2,2,1,9,102.79000091552734,3356644352.0,337704323.131752,Information Technology Services,Technology,"Innodata Inc. operates as a data engineering company in the United States, the United Kingdom, the Netherlands, Canada, Germany, Belgium, and internationally. The company operates through three segments: Digital Data Solutions (DDS), Synodex, and Agility. The DDS segment engages in the provision of artificial intelligence (AI) training and post-training data, model evaluation, alignment, safety,...",15,[],True
LFST,False,True,True,True,False,False,2,1,1,1,2,7,0.3321200813964083,-0.04085720324615071,1,2,2,2,1,8,7.340000152587891,2802664704.0,38011771.123957634,Medical Care Facilities,Healthcare,"LifeStance Health Group, Inc., through its subsidiaries, provides outpatient mental health services to children, adolescents, adults, and geriatrics in the United States. The company offers patients a multidisciplinary suite of mental health services, psychiatric evaluations and treatment, psychological, and neuropsychological testing, as well as individual, family, and group therapy. It also...",15,[],True
MAMA,False,True,True,True,True,False,2,1,1,0,2,6,0.11318551047060992,0.060588432383200844,3,1,2,2,1,9,15.199999809265137,618746368.0,5927618.29603672,Packaged Foods,Consumer Defensive,"Mama's Creations, Inc., together with its subsidiaries, manufactures and markets fresh deli-prepared foods in the United States. The company offers chicken, beef and turkey meatballs, meat loaf, sausage-related products, and pasta and rice entrees; olives, olive mixes, and savory products; and hot bars, salad bars, prepared foods, sandwich, and cold deli and foods-to-go sections. It sells its...",15,[],True
ALNT,False,True,True,True,True,False,2,2,2,0,2,8,0.0,0.1982147373155258,0,1,2,2,1,6,87.18000030517578,1481755904.0,20680034.12004471,Electronic Components,Technology,"Allient Inc., together with its subsidiaries, designs, manufactures, and sells precision and specialty-controlled motion components and systems for various industries in the United States, Canada, South America, Europe, and the Asia-Pacific. The company offers various products and solutions, including nano precision positioning systems; servo control systems; motion controllers; digital servo...",14,[],False
ALRS,False,True,True,True,True,False,2,2,2,1,2,9,0.0,0.056951923090445576,0,0,2,2,1,5,29.100000381469727,731243584.0,5029189.432315826,Banks - Regional,Financial Services,"Alerus Financial Corporation operates as the bank holding company for Alerus Financial, National Association that provides various financial services to businesses and consumers in the United States. The company operates in three segments: Banking, Retirement and Benefit Services, and Wealth. It offers demand deposits, interest-bearing transaction accounts, money market accounts, time and savings...",14,[],False
ASYS,False,True,True,True,True,False,2,1,1,0,2,6,0.10733699490138411,-0.014319333518098137,2,2,2,2,0,8,19.709999084472656,344611584.0,8836127.754859924,Semiconductor Equipment & Materials,Technology,"Amtech Systems, Inc., together with its subsidiaries, manufactures and sells capital equipment and related consumables for use in fabricating and packaging semiconductor devices in the United States, Canada, Mexico, China, Malaysia, Taiwan, Singapore, the Czech Republic, Austria, Hungary, the United Kingdom, Germany, and internationally. It operates through Thermal Processing Solutions and...",14,['semis'],True
