ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
AIP,True,True,True,True,True,True,2,2,2,1,2,9,0.0,0.2632164958824693,0,0,0,0,0,0,36.279998779296875,1675119488.0,37916676.618795395,Semiconductors,Technology,"Arteris, Inc., together with its subsidiaries, provides semiconductor system intellectual property (IP) solutions in the United States, rest of the Americas, China, Korea, the rest of the Asia Pacific, Europe, and the Middle East. It manages on-chip communications and IP block deployments in System-on-Chip (SoC) semiconductors and systems of chiplets. The company offers Network-on-Chip (NoC) IP...",9,['semis'],False
BKSY,True,True,True,True,True,True,2,2,2,1,2,9,0.2850955856272505,0.2510671344728154,0,0,0,0,0,0,47.869998931884766,1776408960.0,91781631.4967823,Specialty Business Services,Industrials,"BlackSky Technology Inc. operates as a space-based technology company in the United States and internationally. The company offers space-based intelligence and artificial intelligence (AI) services, mission solutions, and advanced technology programs consisting of cloud computing and hosting services, direct materials to build and test specific components, and internal labor for service solutions...",9,[],True
BAND,True,True,True,True,True,True,2,2,2,0,2,8,0.15823393483118303,0.5996560155720466,0,0,0,0,0,0,61.38999938964844,1965542528.0,63702095.889434814,Software - Infrastructure,Technology,"Bandwidth Inc. operates as a cloud-based software-powered communications platform-as-a-service provider in the United States and internationally. The company's platform enables enterprises to create, scale, and operate voice or messaging communications services across various mobile applications or connected devices. Its platform also provides voice services through SIP or programmable voice...",8,[],True
BST,True,True,True,True,True,True,2,2,1,1,2,8,0.0,0.07975231713403558,0,0,0,0,0,0,46.4900016784668,1614133760.0,5814503.932819366,Asset Management,Financial Services,"BlackRock Science and Technology Trust is a closed ended equity mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. It invests directly and indirectly through derivative such as options in public equity markets of countries across the globe. The fund seeks to invest in stocks of companies operating across the science and technology sector. It invests in...",8,[],True
CMBT,True,True,True,True,True,True,2,2,2,0,2,8,0.018649785645437015,0.18041287733172381,0,0,0,0,0,0,16.850000381469727,4889360384.0,28886608.56262207,Oil & Gas Midstream,Energy,"Cmb.Tech NV engages in marine transportation business in Belgium. It operates through three divisions: Marine, H2 Infra, and H2 Industry. The Marine division designs, builds, owns, and operates various low and zero carbon ships and vessels, such as crew transfer vessels, ferries, commissioning service operations vessels, tugboats, ammonia-powered large bulk carriers, container ships, and chemical...",8,[],False
EVC,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.7360621376475573,0,0,0,0,0,0,9.84000015258789,905665600.0,38791795.9658277,Advertising Agencies,Communication Services,"Entravision Communications Corporation, a media and advertising technology company, owns and operates television and radio stations in the United States and internationally. It operates in two segments, Media and Advertising Technology & Services (ATS). The company offers AudioEngage, a proprietary digital audio advertising network; and Entravision+, which aggregate video inventory from...",8,[],False
HLIT,True,True,True,True,True,True,2,2,2,0,2,8,0.15508615882987395,0.3074143934095314,0,0,0,0,0,0,15.199999809265137,1649145728.0,26314020.67574978,Communication Equipment,Technology,"Harmonic Inc., together with its subsidiaries, provides broadband access solutions worldwide. The company provides software-based broadband access solution, including cOS software-based broadband access solutions to broadband operators, an end-to-end solution consisting of virtualized cloud-native software; hardware products include Oyster, Ripple and SeaStar DAA nodes; Reef and Wave PHY shelf...",8,[],False
ASRT,True,True,True,True,True,True,2,2,1,0,2,7,0.7957298428404564,0.14516498045206844,0,0,0,0,0,0,23.440000534057617,151473504.0,10706448.956432343,Drug Manufacturers - Specialty & Generic,Healthcare,"Assertio Holdings, Inc., a pharmaceutical company, provides various products to patients in the United States. Its pharmaceutical products include INDOCIN, an oral and suppository solution for the treatment of moderate to severe rheumatoid arthritis, including acute flares of chronic disease; ankylosing spondylitis and osteoarthritis; and acute painful shoulder and gouty arthritis. It also...",7,[],True
ATKR,True,True,True,True,True,True,2,1,2,0,2,7,0.5373703997237971,0.15289404286724423,0,0,0,0,0,0,84.75,2861775616.0,38109067.63446808,Electrical Equipment & Parts,Industrials,"Atkore Inc. engages in the manufacture and sale of electrical, mechanical, safety, and infrastructure products and solutions in the United States and internationally. It operates through two segments, Electrical, and Safety & Infrastructure. The company offers metal electrical conduit and fittings; plastic pipe conduit and fittings; electrical cable and flexible conduit; and international cable...",7,[],False
ATLC,True,True,True,True,True,True,1,2,2,0,2,7,0.01969105314254419,0.08505750675894504,0,0,0,0,0,0,83.13999938964844,1256910208.0,5622285.710639954,Credit Services,Financial Services,"Atlanticus Holdings Corporation, a financial technology company, provides products and services to lenders in the United States. The company operates in two segments, Credit as a Service (CaaS) and Auto Finance. Its CaaS segment offers private label credit products associated with the healthcare space under the Curae brand, as well as consumer electronics, furniture, elective medical procedures,...",7,[],True
