ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
HBCP,True,True,True,True,True,True,2,2,2,1,2,9,0.0,0.02716777535202657,0,0,0,0,0,0,70.20999908447266,552422016.0,7791306.997947693,Banks - Regional,Financial Services,"Home Bancorp, Inc. operates as the bank holding company for Home Bank, National Association that provides various banking products and services for individuals and businesses in Louisiana, Mississippi, and Texas, the United States. The company offers deposit products, including interest-bearing and noninterest-bearing checking, money market, savings, NOW, and certificates of deposit accounts;...",9,[],True
AMTB,True,True,True,True,True,True,2,2,2,0,2,8,0.1241851993696472,0.1322853586222469,0,0,0,0,0,0,28.5,1116708480.0,9861398.194026947,Banks - Regional,Financial Services,"Amerant Bancorp Inc. operates as the bank holding company for Amerant Bank, N.A. that provides banking products and services to individuals and businesses in the United States. The company offers checking, savings, business, and money market accounts; cash management services; and certificates of deposit. It also provides variable and fixed rate commercial real estate loans; owner-occupied;...",8,[],True
BWFG,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.06874729994799118,0,0,0,0,0,0,62.209999084472656,496011520.0,5390503.652496338,Banks - Regional,Financial Services,"Bankwell Financial Group, Inc. operates as the bank holding company for Bankwell Bank that provides various banking services for individual and commercial customers. It provides various traditional depository products, including checking, savings, money market, and certificates of deposit. The company also offers first mortgage loans secured by one-to-four family owner occupied residential...",8,[],True
CLBK,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.11335929820103069,0,0,0,0,0,0,10.880000114440918,1132153600.0,82742847.12394714,Banks - Regional,Financial Services,"Columbia Financial, Inc. operates as a bank holding company for Columbia Bank that provides banking and other financial services to businesses and consumers in the United States. The company offers commercial loans, including multifamily and commercial real estate, commercial business, and construction loans; residential loans, such as one-to-four family residential real estate and one-to-four...",8,[],False
FFBC,True,True,True,True,True,True,2,2,2,0,2,8,0.05179177563258614,0.0049947764435915335,0,0,0,0,0,0,33.869998931884766,3553957888.0,48257874.23370361,Banks - Regional,Financial Services,"First Financial Bancorp. operates as the bank holding company for First Financial Bank that provides commercial banking and banking-related services to individuals and businesses in Ohio, Indiana, Kentucky, and Illinois. The company offers checking and savings accounts; and accepts various deposit products, such as interest-bearing and non-interest-bearing accounts, time deposits, and cash...",8,[],True
HBNC,True,True,True,True,True,True,2,2,1,1,2,8,0.011822649267888159,0.015382490805146715,0,0,0,0,0,0,20.059999465942383,1029675008.0,17020533.6022377,Banks - Regional,Financial Services,"Horizon Bancorp, Inc. operates as the bank holding company for Horizon Bank that provides commercial and retail banking services to individuals and corporate clients in Indiana and Michigan in the United States. The company offers checking, savings, money market, certificates of deposit, and time deposit accounts, as well as non-interest and interest-bearing demand deposits. It also provides...",8,[],True
HQH,True,True,True,True,True,True,2,2,2,0,2,8,0.022727272727272728,0.02359830337657157,0,0,0,0,0,0,21.5,1229633024.0,5777660.865716934,Asset Management,Financial Services,"Abrdn Healthcare Investors is a closed-ended equity mutual fund launched and managed by abrdn Inc. The fund invests in public equity markets across the globe. It seeks to invest in stocks of companies operating in the healthcare sector, including the biotechnology, medical devices, and pharmaceuticals industries. The fund primarily invests in growth stocks of small cap companies. It employs...",8,[],True
LXP,True,True,True,True,True,True,2,2,2,0,2,8,0.036420352964067995,0.09483178123387448,0,0,0,0,0,0,60.810001373291016,3529456640.0,48544250.18753052,REIT - Industrial,Real Estate,"LXP Industrial Trust is a publicly traded real estate investment trust (REIT) focused on Class A warehouse and distribution investments in 12 target markets across the Sunbelt and lower Midwest. LXP seeks to expand its warehouse and distribution portfolio through acquisitions, build-to-suit transactions, sale-leaseback transactions, development projects and other transactions. LXP Industrial...",8,[],True
MCHB,True,True,True,True,True,True,2,2,1,1,2,8,0.6377737636343159,-0.005475779023221637,0,0,0,0,0,0,15.680000305175781,3471569152.0,9643323.094911575,Banks - Regional,Financial Services,"Mechanics Bancorp operates as the holding company for Mechanics Bank that provides banking services in California, Oregon, Washington, and Hawaii.It offers various checking and savings accounts, retirement accounts, money market accounts, time certificates of deposit, and safe deposit boxes. The company also provides home loans, auto loans, term loans and lines of credit, owner occupied real...",8,[],True
BCAL,True,True,True,True,True,True,2,2,1,0,2,7,0.00989161983046069,0.02240511412316227,0,0,0,0,0,0,21.020000457763672,676104640.0,5551015.8589839935,Banks - Regional,Financial Services,"California BanCorp operates as the bank holding company for California Bank of Commerce, N.A. that provides various financial products to individuals, professionals, and small- to medium-sized businesses in California, the United States. The company offers checking, savings, and money market accounts; and certificates of deposit. It also provides business loans, including construction and land...",7,[],True
