ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
AVR,True,True,True,True,True,True,2,2,1,2,2,9,0.0,0.08325397228860314,0,0,0,0,0,0,10.239999771118164,996784128.0,14716999.545154572,Medical Instruments & Supplies,Healthcare,"Anteris Technologies Global Corp., a structural heart company, develops and commercializes minimally invasive medical devices to treat heart valve diseases. It offers the DurAVR transcatheter heart valve system, a novel transcatheter aortic valve for the treatment of severe aortic stenosis that is shaped to mimic the performance of a healthy human aortic valve. The company also develops ADAPT...",9,[],True
AMTB,True,True,True,True,True,True,2,2,2,0,2,8,0.2203712413231546,0.07853420917920009,0,0,0,0,0,0,25.3700008392334,994066432.0,8351281.363153458,Banks - Regional,Financial Services,"Amerant Bancorp Inc. operates as the bank holding company for Amerant Bank, N.A. that provides banking products and services to individuals and businesses in the United States. The company offers checking, savings, business, and money market accounts; cash management services; and certificates of deposit. It also provides variable and fixed rate commercial real estate loans; owner-occupied;...",8,[],True
AXGN,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.07546283823757054,0,0,0,0,0,0,45.88999938964844,2440330240.0,65478000.30635834,Medical Devices,Healthcare,"Axogen, Inc., together with its subsidiaries, engages in the development and commercialization of the technologies used for peripheral nerve regeneration and repair worldwide. The company offers Avance Nerve Graft, a processed nerve allograft intended for the surgical repair of peripheral nerve discontinuities; Axoguard Nerve Connector, a coaptation aid used to align and connect severed...",8,[],True
BWB,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.08961660326689556,0,0,0,0,0,0,21.459999084472656,598377024.0,5434749.662237167,Banks - Regional,Financial Services,"Bridgewater Bancshares, Inc. operates as the bank holding company for Bridgewater Bank that provides banking products and services in the United States. The company provides commercial loans, including loans secured by nonfarm, nonresidential properties, multifamily residential properties, and nonowner occupied single family residential properties; construction, land development, and commercial...",8,[],True
CON,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.16943561838111457,0,0,0,0,0,0,31.90999984741211,4083260160.0,30828353.591079712,Medical Care Facilities,Healthcare,"Concentra Group Holdings Parent, Inc. provides occupational health services in the United States. The company operates in three segments: Occupational Health centers, Onsite health clinics, and Other business. It offers occupational health services, including workers compensation, employer, and consumer health services; and employer-sponsored primary care services at workplace, including mobile...",8,[],True
DCO,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.16339971387772564,0,0,0,0,0,0,186.60000610351562,2814965504.0,47576889.19532776,Aerospace & Defense,Industrials,"Ducommun Incorporated provides engineering and manufacturing services for products and applications used in the aerospace and defense, industrial, medical, and other industries in the United States. It operates through two segments, Electronic Systems and Structural Systems. The Electronic Systems segment provides cable assemblies and interconnect systems; printed circuit board assemblies;...",8,[],True
AMLX,True,True,True,True,True,True,2,1,2,0,2,7,0.5536281377585686,0.20974685663048329,0,0,0,0,0,0,18.270000457763672,2031374080.0,30357654.758844376,Drug Manufacturers - Specialty & Generic,Healthcare,"Amylyx Pharmaceuticals, Inc., a clinical-stage pharmaceutical company, engages in the discovery and development of treatment options for neurodegenerative diseases and endocrine conditions in the United States. It provides Avexitide, an investigational, first-in-class glucagon-like peptide-1, or GLP-1 receptor antagonist, which is in phase 3 clinical trial to treat post-bariatric hypoglycemia and...",7,[],True
ASTH,True,True,True,True,True,True,2,2,1,0,2,7,0.18847997945012074,0.22550196647522947,0,0,0,0,0,0,49.16999816894531,2438016512.0,32672879.689865112,Medical Care Facilities,Healthcare,"Astrana Health, Inc., a healthcare management company, provides medical care services in the United States. The company operates through three segments: Care Partners, Care Delivery, and Care Enablement. The company offers care coordination services to patients, families, primary care physicians, specialists, acute care hospitals, alternative sites of inpatient care, physician groups, and health...",7,[],False
ATEX,True,True,True,True,True,True,2,2,1,0,2,7,0.0,0.389598055372831,0,0,0,0,0,0,105.13999938964844,2050069376.0,51125904.64916229,Telecom Services,Communication Services,"Anterix Inc. operates as holder of licensed 900 MHz spectrum with coverage spanning the contiguous to utility and critical infrastructure enterprise customers in the United States, Hawaii, Alaska, and Puerto Rico. It offers TowerX, a tower site access services; CatalyX, a turnkey connectivity management solution; and Anterix Active Ecosystem. The company was formerly known as pdvWireless, Inc....",7,[],False
BSTZ,True,True,True,True,True,True,2,1,2,0,2,7,0.05467998567371983,-0.015130482448340036,0,0,0,0,0,0,29.389999389648438,2020390528.0,8448886.778774261,Asset Management,Financial Services,"BlackRock Science and Technology Term Trust is a closed-ended equity mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. It invests in public equity markets across the globe. The fund seeks to invest in stocks of companies operating in the science and technology sectors. It primarily invests in growth stocks of companies across all market capitalizations....",7,[],False
