ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
AIP,True,True,True,True,True,True,2,2,2,1,2,9,0.0,0.2750542172435251,0,0,0,0,0,0,35.900001525878906,1657574272.0,36823414.83019829,Semiconductors,Technology,"Arteris, Inc., together with its subsidiaries, provides semiconductor system intellectual property (IP) solutions in the United States, rest of the Americas, China, Korea, the rest of the Asia Pacific, Europe, and the Middle East. It manages on-chip communications and IP block deployments in System-on-Chip (SoC) semiconductors and systems of chiplets. The company offers Network-on-Chip (NoC) IP...",9,['semis'],True
BLDP,True,True,True,True,True,True,2,2,2,0,2,8,0.5895691597718101,0.464269619768699,0,0,0,0,0,0,5.429999828338623,1637013760.0,43143656.98675275,Electrical Equipment & Parts,Industrials,"Ballard Power Systems Inc. engages in the design, development, manufacture, sale, and service of proton exchange membrane (PEM) fuel cell products. The company offers products for various applications focusing on power products for bus, truck, rail, marine, stationary, and emerging market, such as material handling, off-road, and other applications. It also engages in the delivery of services,...",8,[],True
CYRX,True,True,True,True,True,True,2,2,2,0,2,8,0.7809611727033137,0.2358053438902317,0,0,0,0,0,0,14.220000267028809,716720896.0,8639538.95473957,Integrated Freight & Logistics,Industrials,"Cryoport, Inc. provides temperature-controlled supply chain solutions in biopharma/pharma, animal health, and reproductive medicine markets worldwide. The company's Life Sciences Services segment provides temperature-controlled logistics and biostorage, bioservices and cryopreservation services within the life science industry. Its Life Sciences Products segment manufactures, and sells cryogenic...",8,[],True
EVC,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.7440793189742864,0,0,0,0,0,0,9.5,874372224.0,36528759.466695786,Advertising Agencies,Communication Services,"Entravision Communications Corporation, a media and advertising technology company, owns and operates television and radio stations in the United States and internationally. It operates in two segments, Media and Advertising Technology & Services (ATS). The company offers AudioEngage, a proprietary digital audio advertising network; and Entravision+, which aggregate video inventory from...",8,[],True
FCEL,True,True,True,True,True,True,2,2,2,0,2,8,0.8793781457298798,0.9797867925252103,0,0,0,0,0,0,26.3799991607666,1397555968.0,180675636.9893217,Electrical Equipment & Parts,Industrials,"FuelCell Energy, Inc., together with its subsidiaries, engages in the design, development, production, construction, operation, and servicing of high temperature fuel cells for clean electric power generation. The company engages in the provision of carbonate fuel cell technology; and commercialization of solid oxide electrolysis technology for distributed hydrogen. It also offers carbonate fuel...",8,[],False
AVR,True,True,True,True,True,True,2,2,1,0,2,7,0.0,0.3947721877591314,0,0,0,0,0,0,9.0,876079808.0,5920899.386441708,Medical Instruments & Supplies,Healthcare,"Anteris Technologies Global Corp., a structural heart company, develops and commercializes minimally invasive medical devices to treat heart valve diseases. It offers the DurAVR transcatheter heart valve system, a novel transcatheter aortic valve for the treatment of severe aortic stenosis that is shaped to mimic the performance of a healthy human aortic valve. The company also develops ADAPT...",7,[],True
BB,True,True,True,True,True,True,2,2,1,0,2,7,0.29852316281877167,0.2098975292588137,0,0,0,0,0,0,6.650000095367432,3897308160.0,142289166.8478155,Software - Infrastructure,Technology,"BlackBerry Limited provides intelligent software and services to enterprises and governments worldwide. The company operates through three segments: Secure Communications, QNX, and Licensing. The company offers BlackBerry Dynamics, a development platform and secure container for mobile applications; BlackBerry Workspaces a secure Enterprise File Sync and Share (EFSS) solution; BlackBerry...",7,[],True
BRUN,True,True,True,True,True,True,2,1,2,0,2,7,0.13783783348395587,0.39418001466703645,0,0,0,0,0,0,25.520000457763672,1567659776.0,29971965.791959763,Software - Infrastructure,Technology,"Boost Run, Inc. develops and provides cloud infrastructure for artificial intelligence (AI) and computing workloads. The company's platform delivers GPU computes, CPU nodes, managed Kubernetes orchestration, shared network storage, networking fabric, and hyperscaler interconnects. The company was founded in 2023 and is based in Northbrook, Illinois.",7,[],True
BWLP,True,True,True,True,True,True,2,2,1,0,2,7,0.0,0.13347561202293928,0,0,0,0,0,0,22.299999237060547,3385465600.0,9226971.605815887,Oil & Gas Midstream,Energy,"BW LPG Limited, an investment holding company, engages in ship owning and chartering activities worldwide. It operates through Shipping and Product Services segments. The company engages in the transportation of liquefied petroleum gas (LPG); provision of integrated LPG delivery services, as well as management services; wholesale and trade of LPG; and investment in commercial enterprises. As of...",7,[],True
CLBK,True,True,True,True,True,True,2,2,1,0,2,7,0.09485462206036831,0.0674428823549486,0,0,0,0,0,0,20.229999542236328,2104880256.0,7266062.980203629,Banks - Regional,Financial Services,"Columbia Financial, Inc. operates as a bank holding company for Columbia Bank that provides banking and other financial services to businesses and consumers in the United States. The company offers commercial loans, including multifamily and commercial real estate, commercial business, and construction loans; residential loans, such as one-to-four family residential real estate and one-to-four...",7,[],True
CMBT,True,True,True,True,True,True,2,2,1,0,2,7,0.0005953028285160163,0.21503203507489174,0,0,0,0,0,0,17.15999984741211,4979313152.0,27909818.471307755,Oil & Gas Midstream,Energy,"Cmb.Tech NV engages in marine transportation business in Belgium. It operates through three divisions: Marine, H2 Infra, and H2 Industry. The Marine division designs, builds, owns, and operates various low and zero carbon ships and vessels, such as crew transfer vessels, ferries, commissioning service operations vessels, tugboats, ammonia-powered large bulk carriers, container ships, and chemical...",7,[],True
DXYZ,True,True,True,True,True,True,2,1,2,0,2,7,0.12077567000892835,0.5645245827626874,0,0,0,0,0,0,61.65999984741211,1855852416.0,229705420.51605225,Asset Management,Financial Services,nan,7,[],True
CMPR,True,True,True,True,True,True,2,1,1,0,2,6,0.044861513930995786,0.08733817079122755,0,0,0,0,0,0,95.16999816894531,2306168064.0,17806102.60948181,Specialty Business Services,Industrials,"Cimpress plc provides various mass customization of printing and related products in North America, Europe, and internationally. It operates through five segments: Vista, PrintBrothers, The Print Group, National Pen, and All Other Businesses. The company offers printed and digital marketing products; canvas-print wall décor products, business signage, and other large-format printed products;...",6,[],False
ARCO,True,True,True,True,True,True,2,0,1,0,2,5,0.24057703503155597,0.03706217840514282,0,0,0,0,0,0,9.149999618530273,1927566848.0,10326056.597013474,Restaurants,Consumer Cyclical,"Arcos Dorados Holdings Inc. operates as a franchisee of McDonald's restaurants. It has the exclusive right to own, operate, and grant franchises of McDonald's restaurants in 21 countries and territories in Latin America and the Caribbean, including Argentina, Aruba, Brazil, Chile, Colombia, Costa Rica, Curacao, Ecuador, French Guiana, Guadeloupe, Martinique, Mexico, Panama, Peru, Puerto Rico,...",5,[],True
AMBQ,True,True,True,True,True,True,1,0,2,1,0,4,0.0,0.6741622530580743,0,0,0,0,0,0,76.55999755859375,1636527616.0,47031444.12792206,Semiconductors,Technology,"Ambiq Micro, Inc. provides ultra-low-power semiconductor solutions in the United States, Europe, Asia, and internationally. It develops sub-threshold power-optimized technology (SPOT) platform which is designed to reduce power consumption of battery- and wireline-powered devices alike. The company's flagship products include Apollo family of products which pair rich peripheral sets with host...",4,[],True
CTO,True,True,True,True,True,True,2,0,0,0,2,4,0.0,0.020903237809718426,0,0,0,0,0,0,20.479999542236328,691887936.0,7054031.691560745,REIT - Diversified,Real Estate,"CTO Realty Growth, Inc. is a publicly traded real estate investment trust. The firm owns and operates a portfolio of high-quality, retail-based properties located primarily in higher growth markets in the United States. CTO also externally manages and owns a meaningful interest in Alpine Income Property Trust, Inc., a publicly traded net lease REIT. CTO Realty Growth, Inc. was incorporated in...",4,[],True
BORR,True,True,True,True,True,True,0,1,0,0,2,3,0.29960643214371196,-0.04476940422423665,0,0,0,0,0,0,5.639999866485596,1740993024.0,40944836.20959997,Oil & Gas Drilling,Energy,"Borr Drilling Limited operates as an offshore shallow-water drilling contractor to the oil and gas industry in the Americas, Southeast Asia, West Africa, the Middle East, North Africa, and Europe. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, such as the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for...",3,[],True
