ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
ATRO,True,True,True,True,True,True,2,2,1,1,2,8,0.0,0.27530360030721357,0,0,0,0,0,0,93.44999694824219,4611608576.0,48288600.93967438,Aerospace & Defense,Industrials,"Astronics Corporation, through its subsidiaries, designs and manufactures products for the aerospace, defense, and electronics industries in the United States, rest of North America, Asia, Europe, South America, and internationally. It operates in two segments, Aerospace and Test Systems. The Aerospace segment offers lighting and safety systems, electrical power generation systems, distribution...",8,[],True
CLBK,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.11280766063791893,0,0,0,0,0,0,11.789999961853027,1226846592.0,126516504.95046043,Banks - Regional,Financial Services,"Columbia Financial, Inc. operates as a bank holding company for Columbia Bank that provides banking and other financial services to businesses and consumers in the United States. The company offers commercial loans, including multifamily and commercial real estate, commercial business, and construction loans; residential loans, such as one-to-four family residential real estate and one-to-four...",8,[],False
CLMT,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.13215607797581647,0,0,0,0,0,0,47.720001220703125,4194503680.0,58403240.6750679,Specialty Chemicals,Basic Materials,"Calumet, Inc. manufactures, formulates, and markets a slate of specialty branded products and renewable fuels in North America and internationally. It operates through Specialty Products and Solutions; Performance Brands; and Montana/Renewables segments. The Specialty Products and Solutions segment manufactures and markets various solvents, waxes, customized lubricating oils, white oils,...",8,[],True
ETON,True,True,True,True,True,True,2,2,2,0,2,8,0.0,0.37894951899048895,0,0,0,0,0,0,58.86000061035156,1612314240.0,25136171.644630432,Drug Manufacturers - Specialty & Generic,Healthcare,"Eton Pharmaceuticals, Inc., a pharmaceutical company, focuses on developing and commercializing treatments for rare diseases. Its commercial rare disease products include Increlex for the treatment of severe primary igf-1 deficiency; Alkindi Sprinkle for adrenal insufficiency; Khindivi for adrenocortical insufficiency; Galzin for Wilson disease; PKU Golike for phenylketonuria; Carglumic Acid for...",8,[],True
HP,True,True,True,True,True,True,2,2,2,0,2,8,0.04297048098337087,0.25818390603335417,0,0,0,0,0,0,44.20000076293945,4417301504.0,48949854.13196564,Oil & Gas Drilling,Energy,"Helmerich & Payne, Inc., together with its subsidiaries, provides drilling solutions and technologies for oil and gas exploration and production companies. The company operates through North America Solutions, Offshore Solutions, and International Solutions segments. The North America Solutions segment conducts operations primarily in Texas. The Offshore Solutions segment has drilling operations...",8,[],False
HZO,True,True,True,True,True,True,2,2,1,1,2,8,0.0,0.3784270851160255,0,0,0,0,0,0,52.02000045776367,1148952064.0,38704210.61532974,Specialty Retail,Consumer Cyclical,"MarineMax, Inc. operates as a recreational boat and yacht retailer and superyacht services company in the United States. It operates through two segments, Retail Operations and Product Manufacturing. The company sells new and used recreational boats, including pleasure and fishing boats, mega-yachts, yachts, sport cruisers, motor yachts, e-power yachts, pontoon boats, ski boats, jet boats, and...",8,[],True
ATKR,True,True,True,True,True,True,2,2,1,0,2,7,0.4879685954895956,0.17592982974555027,0,0,0,0,0,0,93.80000305175781,3167865600.0,125396216.81949615,Electrical Equipment & Parts,Industrials,"Atkore Inc. engages in the manufacture and sale of electrical, mechanical, safety, and infrastructure products and solutions in the United States and internationally. It operates through two segments, Electrical, and Safety & Infrastructure. The company offers metal electrical conduit and fittings; plastic pipe conduit and fittings; electrical cable and flexible conduit; and international cable...",7,[],True
AVAH,True,True,True,True,True,True,1,2,2,0,2,7,0.0,0.2727710762607992,0,0,0,0,0,0,12.319999694824219,2682744064.0,22548795.466208458,Medical Care Facilities,Healthcare,"Aveanna Healthcare Holdings Inc., a diversified home care platform company, provides pediatric and adult healthcare services in the United States. Its patient-centered care delivery platform allows patients to remain in their homes and minimizes the overutilization of high-cost care settings, such as hospitals or skilled nursing facilities. The company operates through three segments: Private...",7,[],False
BZH,True,True,True,True,True,True,2,1,1,1,2,7,0.0657635283936001,0.035626338092079726,0,0,0,0,0,0,33.099998474121094,871967680.0,27451342.331809998,Residential Construction,Consumer Cyclical,"Beazer Homes USA, Inc. operates as a homebuilder in the United States. The company designs, constructs, and sells single-family, condominiums, villas, and duets homes under the Beazer Homes, Gatherings, and Choice Plans brands. It also sells its homes through commissioned new home sales counselors and independent realtors. Beazer Homes USA, Inc. was founded in 1985 and is headquartered in...",7,[],False
CODI,True,True,True,True,True,True,2,2,1,0,2,7,0.4505080884655771,0.20416864914621127,0,0,0,0,0,0,12.710000038146973,956249152.0,7421171.311678886,Conglomerates,Industrials,"Compass Diversified is a private equity firm specializing in add on acquisitions, buyouts, industry consolidation, recapitalization, late stage, and middle market investments. It seeks to invest in leading industrial or branded consumer companies, textiles, Apparel and Luxury goods, trading companies and distributors, manufacturing, distribution, consumer discretionary, commercial services and...",7,[],True
CXW,True,True,True,True,True,True,2,2,1,0,2,7,0.0,0.04720171189845105,0,0,0,0,0,0,32.81999969482422,3245684224.0,42381996.5308094,Security & Protection Services,Industrials,"CoreCivic, Inc. owns and operates partnership correctional, detention, and residential reentry facilities in the United States. It operates through three segments: CoreCivic Safety, CoreCivic Community, and CoreCivic Properties. The company provides a range of solutions to government partners that serve the public good through corrections and detention management, a network of residential reentry...",7,[],True
DCTH,True,True,True,True,True,True,2,2,1,0,2,7,0.021637475495868804,0.2307805066155353,0,0,0,0,0,0,16.729999542236328,580510848.0,10192634.21002388,Medical Devices,Healthcare,"Delcath Systems, Inc., an interventional oncology company, focuses on the treatment of primary and metastatic liver cancers in the United States and Europe. The company's lead product candidate is HEPZATO KIT, a melphalan for injection/hepatic delivery system to administer high-dose chemotherapy to the liver while controlling systemic exposure and associated side effects. Its clinical development...",7,[],False
AYA,True,True,True,True,True,True,2,1,1,0,2,6,0.04670836457589974,0.19743142623692345,0,0,0,0,0,0,25.920000076293945,3715625472.0,16348651.760234833,Silver,Basic Materials,"Aya Gold & Silver Inc., together with its subsidiaries, engages in the exploration, evaluation, and development of precious metals projects in Morocco. The company primarily explores for gold and silver deposits. Its flagship project holds 100% interests in the Zgounder property located east of Agadir in the Proterozoic Siroua Massif of the Anti-Atlas Range, Morocco covering an area of...",6,[],True
CHEF,True,True,True,True,True,True,2,1,1,0,2,6,0.05435627850895106,0.06304739444114217,0,0,0,0,0,0,109.08000183105469,4450036736.0,66731837.898254395,Food Distribution,Consumer Defensive,"The Chefs' Warehouse, Inc., together with its subsidiaries, distributes specialty food and center-of-the-plate products in the United States, the Middle East, and Canada. It offers specialty food products, such as artisan charcuterie, specialty cheeses, unique oils and vinegars, truffles, caviar, chocolate, and pastry products and center-of-the-plate products that includes custom cut beef,...",6,[],True
FA,True,True,True,True,True,True,2,1,1,0,2,6,0.1012078418163742,0.02737443475784351,0,0,0,0,0,0,21.579999923706055,3706444800.0,57465261.59808159,Specialty Business Services,Industrials,"First Advantage Corporation provides employment background screening, digital identity, and verification solutions internationally. It offers pre-onboarding products and solutions, such as criminal background checks, drug/health screening, extended workforce screening, FBI channeling, identity checks and biometric fraud mitigation tools, education/work history verification, driver records and...",6,[],False
GTE,True,True,True,True,True,True,1,1,1,1,2,6,0.5059140111879326,0.24155628508773208,0,0,0,0,0,0,9.1899995803833,325142176.0,15631760.336625576,Oil & Gas E&P,Energy,"Gran Tierra Energy Inc., together with its subsidiaries, is involved in the exploration and production of oil and gas properties in Colombia, Canada, and Ecuador. The company has a strategic partnership with Ecopetrol S.A. for the development of fields in the Middle Magdalena Valley. The company was founded in 2003 and is headquartered in Calgary, Canada.",6,[],True
INVX,True,True,True,True,True,True,2,1,1,0,2,6,0.22481388678565178,0.14577729518305557,0,0,0,0,0,0,31.239999771118164,2184795136.0,20964887.336788177,Oil & Gas Equipment & Services,Energy,"Innovex International, Inc. designs, manufactures, sells, and rents mission critical engineered products to the oil and natural gas industry worldwide. It provides drilling enhancement tools to optimize drilling performance, increase rate of penetration, and mitigate downhole challenges; and fishing and intervention which supports workover, intervention, drilling and completion activities, as...",6,[],True
