ticker,stage2_flag,weekly_close_above_30w_ma,ma_slope_positive,golden_cross,near_52w_high,breakout_volume,score_trend,score_relative_strength,score_volume_accumulation,score_volatility_contraction,score_distance_from_high,score_total,pct_below_3yr_high,pct_above_30dma,fund_revenue_growth,fund_margin_expansion,fund_profitability_path,fund_pe_compression,fund_earnings_beat,fund_total,price,mcap,adv_20d_dollar,industry,sector,business_summary,combined_score,themes,new_today
GNK,True,True,True,True,True,True,2,2,1,0,2,7,0.0,0.08771935562192903,3,1,2,2,0,8,27.31999969482422,1190786048.0,13018004.568958282,Marine Shipping,Industrials,"Genco Shipping & Trading Limited, together with its subsidiaries, engages in the ocean transportation of drybulk cargoes worldwide. It operates through two segments: major bulk and minor bulk fleet. The company owns and operates dry bulk vessels to transports iron ore, grains, coal, steel products, and other drybulk cargoes. It charters its vessels primarily to trading houses, including...",15,[],False
TJGC,True,True,True,True,True,True,2,1,2,0,2,7,0.7349494972614327,0.4071717034932067,0,0,0,0,0,0,6.559999942779541,66256152.0,7926991.038179398,Advertising Agencies,Communication Services,"TJGC Group Limited, through its subsidiary, Ctrl Media Limited, provides integrated marketing and advertising services in Hong Kong. It offers services to developers of mobile gaming applications that gamers download from the developers' websites and applicable mobile operating systems, such as Apple Store or Android Google Play Store; and advertising services, including planning, creating,...",7,[],False
RFAI,True,True,True,True,True,True,2,1,1,0,2,6,0.11913792840365706,2.3451261539101456,0,0,0,0,0,0,51.09000015258789,426282944.0,10817454.54726696,Shell Companies,Financial Services,"RF Acquisition Corp II does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company intends to focus its search for a business combination on target businesses in the technology sector, including artificial intelligence, quantum computing, and...",6,[],True
ERO,False,True,True,True,True,False,2,2,2,0,2,8,0.0,0.314433870157634,3,1,2,2,1,9,40.400001525878906,4213826560.0,52797199.01926041,Copper,Basic Materials,"Ero Copper Corp. engages in the exploration, development, and production of mining projects in Brazil. Its flagship asset includes Caraíba operations that comprise the production and sale of copper concentrates located in Bahia State, Brazil, as well as gold and silver produced and sold as by-products. The company was incorporated in 2016 and is headquartered in Vancouver, Canada.",17,[],False
WT,False,True,True,True,True,False,2,2,1,1,2,8,0.0,0.13365591776168553,3,1,2,2,1,9,24.1299991607666,3655987200.0,52273516.74308777,Asset Management,Financial Services,"WisdomTree, Inc., through its subsidiaries, operates as an exchange-traded funds (ETFs) sponsor and asset manager. It offers ETFs in equities, currency, fixed income, and alternatives asset classes. The company also licenses its indexes to third parties for proprietary products, as well as offers a platform to promote the use of WisdomTree ETFs in 401(k) plans. It develops index using its...",17,[],False
ECO,False,True,True,True,True,False,2,2,1,1,2,8,0.0,0.1444905292318342,3,2,2,0,1,8,65.04000091552734,2539464448.0,33933470.89889526,Marine Shipping,Industrials,"Okeanis Eco Tankers Corp., a shipping company, owns and operates tanker vessels worldwide. It operates a fleet of 16 tanker vessels comprising eight modern Suezmax tankers and eight modern VLCC tankers focusing on the transportation of crude oil. The company was incorporated in 2018 and is based in Neo Faliro, Greece.",16,[],False
INSW,False,True,True,True,True,False,2,2,1,1,2,8,0.004722604573573791,0.05816246072852068,3,2,2,0,1,8,99.05000305175781,4906076672.0,47781395.510520935,Oil & Gas Midstream,Energy,"International Seaways, Inc. owns and operates a fleet of oceangoing vessels for the transportation of crude oil and petroleum products in the international flag trade. The company operates in two segments: Crude Tankers and Product Carriers. It operates fleet of 70 vessels of VLCCs, Suezmaxes, and Aframaxes, as well as MRs, LR1, and LR2 product carrier. The company provides ship-to-ship (STS)...",16,[],False
LPG,False,True,True,True,True,False,2,2,2,0,2,8,0.006649719254551617,0.11673939338239463,3,2,2,0,1,8,50.790000915527344,2172932352.0,27377527.154006958,Oil & Gas Midstream,Energy,"Dorian LPG Ltd., together with its subsidiaries, engages in the transportation of liquefied petroleum gas through its LPG tankers worldwide. It owns and operates twenty-eight very large gas carriers. Dorian LPG Ltd. was incorporated in 2013 and is headquartered in Stamford, Connecticut.",16,[],False
NAT,False,True,True,True,True,False,2,2,1,0,2,7,0.010042998125010562,0.06023357459378799,3,1,2,2,1,9,6.900000095367432,1461079552.0,18831442.61623621,Oil & Gas Midstream,Energy,"Nordic American Tankers Limited, a tanker company, owns, operates, and charters double-hull tankers in Bermuda and internationally. As of December 31, 2025, the company fleet consisted of 20 Suezmax crude oil tankers. It serves oil companies, oil traders, and other entities requiring crude oil transportation services. The company was formerly known as Nordic American Tanker Shipping Limited and...",16,[],True
NIC,False,True,True,True,True,False,2,2,1,1,2,8,0.04412919766916079,-0.0074246281468235715,3,0,2,2,1,8,171.1199951171875,3586249472.0,26824180.227127075,Banks - Regional,Financial Services,"Nicolet Bankshares, Inc. operates as the bank holding company for Nicolet National Bank that provides banking products and services for businesses and individuals in Wisconsin, Michigan, and Minnesota. The company accepts demand deposits, checking, savings, and money market accounts; various certificates of deposit; and individual retirement accounts. It also offers commercial loans, including...",16,[],False
